"who","purchase.no","touchpoint.1","touchpoint.2","touchpoint.3","touchpoint.4","touchpoint.5","touchpoint.6","touchpoint.7","touchpoint.8","touchpoint.9","touchpoint.10","touchpoint.11","touchpoint.12","touchpoint.13","touchpoint.14","touchpoint.15","touchpoint.16","touchpoint.17","touchpoint.18","touchpoint.19","touchpoint.20","touchpoint.21","touchpoint.22","touchpoint.23"
204,0,"printed","radio","facebook","twitter","search","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1,"tv","search","instagram","printed","third-party","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,2,"tv","tv","search","instagram","printed","radio","third-party","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,3,"tv","search","instagram","facebook","printed","radio","facebook","printed","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,4,"third-party","search","facebook","instagram","facebook","search","youtube","printed","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,5,"instagram","facebook","printed","radio","email","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,0,"printed","instagram","third-party","twitter","youtube","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,1,"radio","instagram","instagram","email","search","instagram","search","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,2,"printed","email","twitter","search","youtube","instagram","tv","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,3,"instagram","facebook","third-party","twitter","youtube","search","radio","instagram","printed","third-party","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
205,4,"search","youtube","tv","third-party","search","instagram","printed","instagram","third-party","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,5,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,0,"email","search","youtube","instagram","email","youtube","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1,"printed","youtube","instagram","search","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2,"instagram","radio","third-party","twitter","youtube","printed","search","tv","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,3,"instagram","instagram","instagram","search","email","printed","twitter","youtube","printed","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,4,"search","instagram","printed","youtube","printed","facebook","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,0,"radio","twitter","search","search","youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,1,"facebook","printed","radio","facebook","search","youtube","instagram","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2,"radio","search","printed","search","twitter","search","printed","radio","facebook","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
207,3,"youtube","tv","tv","radio","third-party","twitter","instagram","youtube","tv","search","instagram","third-party","twitter","search","search","converted",NA,NA,NA,NA,NA,NA,NA
207,4,"youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,0,"instagram","search","youtube","twitter","radio","instagram","facebook","printed","third-party","twitter","youtube","instagram","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA
208,1,"tv","search","instagram","printed","email","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2,"youtube","tv","email","instagram","printed","instagram","email","search","youtube","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,3,"third-party","radio","instagram","facebook","radio","search","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,4,"radio","facebook","radio","email","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,5,"youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,0,"printed","instagram","facebook","search","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,1,"radio","facebook","radio","search","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,2,"twitter","email","instagram","facebook","printed","instagram","email","twitter","instagram","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,3,"email","instagram","printed","instagram","email","twitter","search","youtube","printed","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,4,"tv","search","instagram","printed","instagram","twitter","search","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,5,"radio","instagram","instagram","email","twitter","search","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,0,"printed","twitter","search","youtube","printed","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,1,"search","radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,2,"youtube","tv","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,3,"instagram","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,4,"youtube","tv","radio","instagram","facebook","twitter","youtube","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,5,"email","instagram","facebook","facebook","instagram","youtube","tv","tv","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,6,"instagram","facebook","printed","instagram","email","search","instagram","facebook","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,0,"instagram","email","search","instagram","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,1,"radio","facebook","radio","youtube","instagram","search","tv","instagram","facebook","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
211,2,"search","email","search","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,3,"email","printed","radio","third-party","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,4,"twitter","radio","instagram","printed","radio","email","twitter","search","instagram","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,5,"youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0,"instagram","search","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1,"search","instagram","facebook","radio","facebook","search","youtube","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,2,"email","instagram","radio","email","twitter","search","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,3,"tv","tv","email","facebook","twitter","search","tv","third-party","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,4,"radio","printed","instagram","facebook","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,5,"youtube","tv","search","instagram","facebook","radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,6,"youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0,"instagram","email","search","youtube","email","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,1,"instagram","facebook","printed","third-party","search","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,2,"tv","search","instagram","instagram","email","printed","facebook","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,3,"radio","printed","third-party","twitter","search","instagram","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,4,"radio","facebook","printed","instagram","email","twitter","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,5,"youtube","tv","tv","search","instagram","facebook","printed","radio","email","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0,"printed","email","instagram","search","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,"instagram","printed","instagram","facebook","search","youtube","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,2,"tv","search","radio","third-party","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,3,"youtube","tv","search","facebook","printed","radio","email","twitter","youtube","printed","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,4,"printed","radio","third-party","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,5,"youtube","tv","third-party","search","instagram","email","twitter","search","youtube","printed","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,0,"instagram","third-party","search","youtube","instagram","facebook","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,1,"search","printed","instagram","third-party","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,2,"radio","printed","radio","search","youtube","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,3,"twitter","search","instagram","facebook","search","printed","search","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,4,"facebook","printed","email","search","instagram","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,5,"tv","search","radio","third-party","twitter","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0,"printed","instagram","third-party","twitter","search","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1,"search","facebook","printed","instagram","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,2,"youtube","tv","twitter","instagram","radio","twitter","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,3,"third-party","radio","third-party","youtube","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,4,"email","printed","instagram","youtube","instagram","search","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,5,"instagram","search","printed","email","tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,0,"printed","radio","email","youtube","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1,"tv","search","instagram","facebook","printed","radio","email","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,2,"youtube","tv","tv","search","printed","radio","email","search","youtube","printed","facebook","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,3,"tv","search","instagram","facebook","printed","radio","email","search","youtube","instagram","facebook","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,4,"third-party","radio","instagram","twitter","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,5,"tv","radio","radio","email","search","search","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,0,"printed","instagram","email","search","youtube","instagram","search","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1,"instagram","facebook","radio","third-party","twitter","search","youtube","printed","youtube","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,2,"facebook","printed","radio","third-party","email","youtube","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,3,"facebook","printed","instagram","third-party","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,4,"youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,5,"instagram","facebook","search","search","youtube","tv","third-party","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,6,"radio","third-party","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,7,"youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0,"printed","radio","email","search","printed","search","youtube","twitter","search","facebook","hoarding","instagram","third-party","search","youtube","search","converted",NA,NA,NA,NA,NA,NA
219,1,"youtube","tv","search","facebook","radio","email","youtube","instagram","facebook","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,2,"search","facebook","printed","radio","third-party","search","youtube","printed","facebook","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,3,"tv","radio","instagram","third-party","twitter","youtube","facebook","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,4,"email","instagram","instagram","third-party","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,5,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,0,"printed","instagram","email","twitter","youtube","instagram","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1,"instagram","facebook","facebook","search","youtube","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,2,"email","printed","instagram","facebook","youtube","instagram","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,3,"printed","radio","search","instagram","tv","twitter","email","instagram","facebook","printed","email","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA
220,4,"search","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,5,"instagram","printed","instagram","third-party","search","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0,"printed","radio","facebook","twitter","instagram","search","youtube","tv","third-party","email","instagram","facebook","printed","instagram","email","printed","search","tv","converted",NA,NA,NA,NA
221,1,"third-party","search","instagram","printed","twitter","search","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,2,"tv","search","instagram","facebook","radio","youtube","printed","search","youtube","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,3,"instagram","instagram","search","instagram","facebook","tv","search","instagram","radio","twitter","search","youtube","instagram","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA
221,4,"tv","third-party",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,0,"email","twitter","printed","search","tv","twitter","email","instagram","facebook","email","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA
222,1,"search","youtube","tv","tv","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,2,"instagram","facebook","radio","twitter","search","youtube","printed","facebook","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,3,"radio","instagram","facebook","instagram","email","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,4,"search","instagram","facebook","printed","email","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,5,"tv","tv","search","instagram","email","search","instagram","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0,"printed","radio","third-party","twitter","search","instagram","search","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1,"hoarding","radio","search","youtube","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2,"email","instagram","instagram","third-party","search","printed","search","youtube","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,3,"instagram","printed","instagram","third-party","twitter","search","youtube","search","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,4,"instagram","printed","radio","facebook","search","printed","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,5,"search","instagram","radio","facebook","twitter","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0,"radio","twitter","instagram","search","tv","tv","email","instagram","radio","email","search","youtube","tv","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA
224,1,"facebook","instagram","email","youtube","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,2,"email","instagram","facebook","printed","email","youtube","printed","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,3,"instagram","facebook","printed","radio","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,4,"youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,5,"instagram","radio","email","twitter","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,0,"instagram","email","twitter","search","youtube","printed","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1,"radio","instagram","printed","instagram","third-party","twitter","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2,"tv","radio","instagram","printed","radio","facebook","twitter","hoarding","printed","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,3,"tv","radio","instagram","instagram","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,4,"radio","instagram","facebook","printed","email","twitter","search","instagram","email","third-party","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,5,"instagram","instagram","third-party","search","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0,"email","search","printed","email","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1,"search","printed","radio","search","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,2,"radio","instagram","printed","instagram","email","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,3,"tv","radio","instagram","facebook","printed","instagram","email","instagram","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,4,"twitter","search","instagram","radio","third-party","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,5,"search","tv","tv","email","facebook","third-party","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0,"email","youtube","printed","search","youtube","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1,"instagram","email","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
